GENESIS-Tabelle: 44151-0001;;;;;;;
Besch‰ftigte, Umsatz im Bauhauptgewerbe (Messzahlen und;;;;;;;
Ver‰nderungsraten): Deutschland, Monate, Wirtschaftszweige;;;;;;;
Konjunkturstatistik im Bauhauptgewerbe;;;;;;;
Deutschland;;;;;;;
;;;;Besch‰ftigte;Ver‰nderung zum Vorjahresmon.;Umsatz;Ver‰nderung zum Vorjahres
Key Wirtschaftszweig;Wirtschaftszweig;Jahr;Monat;2010=100;in (%);2010=100;in (%)
WZ08-4391;Dachdeckerei und Zimmerei;2014;Mai;106,3;0,8;120,3;5,9
WZ08-4391;Dachdeckerei und Zimmerei;2014;Juni;107;0,8;123,9;-1,6
WZ08-4391;Dachdeckerei und Zimmerei;2014;Juli;107,2;0,3;140,9;-2,2
WZ08-4391;Dachdeckerei und Zimmerei;2014;August;108,2;-0,2;125,8;-4,6
WZ08-4391;Dachdeckerei und Zimmerei;2014;September;109,6;-0,3;138,5;0,7
WZ08-4391;Dachdeckerei und Zimmerei;2014;Oktober;109,3;-0,5;142,5;-2,9
WZ08-4391;Dachdeckerei und Zimmerei;2014;November;108,1;-0,7;139,5;-2,7
WZ08-4391;Dachdeckerei und Zimmerei;2014;Dezember;103,8;-0,4;147,9;-3
WZ08-4391;Dachdeckerei und Zimmerei;2015;Januar;100,3;-0,5;59,5;-13,9
WZ08-4391;Dachdeckerei und Zimmerei;2015;Februar;100,2;-0,8;71;-15,6
WZ08-4391;Dachdeckerei und Zimmerei;2015;M‰rz;102,6;-1,1;106,2;-1,9
WZ08-4391;Dachdeckerei und Zimmerei;2015;April;105,1;-0,4;113,7;-3,7
WZ08-4391;Dachdeckerei und Zimmerei;2015;Mai;105,8;-0,5;118,2;-1,7
WZ08-4391;Dachdeckerei und Zimmerei;2015;Juni;106,5;-0,5;136,7;10,3
WZ08-4391;Dachdeckerei und Zimmerei;2015;Juli;106,5;-0,7;145,8;3,5
WZ08-4391;Dachdeckerei und Zimmerei;2015;August;107,7;-0,5;127,2;1,1
WZ08-4391;Dachdeckerei und Zimmerei;2015;September;108,9;-0,6;141;1,8
WZ08-4391;Dachdeckerei und Zimmerei;2015;Oktober;108,5;-0,7;149;4,6
WZ08-4391;Dachdeckerei und Zimmerei;2015;November;107,8;-0,3;150,5;7,9
WZ08-4391;Dachdeckerei und Zimmerei;2015;Dezember;103,9;0,1;158,1;6,9
WZ08-4391;Dachdeckerei und Zimmerei;2016;Januar;100,8;0,5;57,3;-3,7
WZ08-4391;Dachdeckerei und Zimmerei;2016;Februar;101,4;1,2;82,3;15,9
WZ08-4391;Dachdeckerei und Zimmerei;2016;M‰rz;103,5;0,9;109,6;3,2
WZ08-4391;Dachdeckerei und Zimmerei;2016;April;105,3;0,2;125,9;10,7
WZ08-4391;Dachdeckerei und Zimmerei;2016;Mai;106,1;0,3;125,6;6,3
WZ08-4391;Dachdeckerei und Zimmerei;2016;Juni;106,7;0,2;143,1;4,7
WZ08-4391;Dachdeckerei und Zimmerei;2016;Juli;106,8;0,3;143;-1,9
WZ08-4391;Dachdeckerei und Zimmerei;2016;August;108,4;0,6;141,8;11,5
WZ08-4391;Dachdeckerei und Zimmerei;2016;September;109,4;0,5;148,7;5,5
WZ08-4391;Dachdeckerei und Zimmerei;2016;Oktober;109;0,5;141,4;-5,1
WZ08-4391;Dachdeckerei und Zimmerei;2016;November;108,3;0,5;148,7;-1,2
WZ08-4391;Dachdeckerei und Zimmerei;2016;Dezember;104,7;0,8;164,6;4,1
WZ08-4391;Dachdeckerei und Zimmerei;2017;Januar;101,6;0,8;56,9;-0,7
WZ08-4391;Dachdeckerei und Zimmerei;2017;Februar;101,9;0,5;79,1;-3,9
WZ08-4391;Dachdeckerei und Zimmerei;2017;M‰rz;104,2;0,7;121;10,4
WZ08-4391;Dachdeckerei und Zimmerei;2017;April;105,7;0,4;121,4;-3,6
WZ08-4391;Dachdeckerei und Zimmerei;2017;Mai;106,5;0,4;140,2;11,6
WZ08-4391;Dachdeckerei und Zimmerei;2017;Juni;106,8;0,1;142,9;-0,1
WZ08-4391;Dachdeckerei und Zimmerei;2017;Juli;106,8;-;145,7;1,9
WZ08-4391;Dachdeckerei und Zimmerei;2017;August;108,2;-0,2;146,7;3,5
WZ08-4391;Dachdeckerei und Zimmerei;2017;September;109;-0,4;146,1;-1,7
WZ08-4391;Dachdeckerei und Zimmerei;2017;Oktober;108,7;-0,3;146,9;3,9
WZ08-4391;Dachdeckerei und Zimmerei;2017;November;108,4;0,1;159,3;7,1
WZ08-4391;Dachdeckerei und Zimmerei;2017;Dezember;105,2;0,5;164;-0,4
WZ08-4391;Dachdeckerei und Zimmerei;2018;Januar;103,4;1,8;75;31,8
WZ08-4391;Dachdeckerei und Zimmerei;2018;Februar;103,6;1,7;92,6;17,1
WZ08-4391;Dachdeckerei und Zimmerei;2018;M‰rz;104,7;0,5;110,8;-8,4
WZ08-4391;Dachdeckerei und Zimmerei;2018;April;106,6;0,9;133,6;10
WZ08-4391;Dachdeckerei und Zimmerei;2018;Mai;107,2;0,7;141;0,6
WZ08-4391;Dachdeckerei und Zimmerei;2018;Juni;107,7;0,8;157,1;9,9
WZ08-4391;Dachdeckerei und Zimmerei;2018;Juli;107,8;0,9;164,2;12,7
WZ08-4391;Dachdeckerei und Zimmerei;2018;August;109,1;0,8;157,3;7,2
WZ08-4391;Dachdeckerei und Zimmerei;2018;September;...;...;...;...
WZ08-4391;Dachdeckerei und Zimmerei;2018;Oktober;...;...;...;...
WZ08-4391;Dachdeckerei und Zimmerei;2018;November;...;...;...;...
WZ08-4391;Dachdeckerei und Zimmerei;2018;Dezember;...;...;...;...
WZ08-43911;Dachdeckerei und Bauspenglerei;2010;Januar;89,9;.;30,2;.
WZ08-43911;Dachdeckerei und Bauspenglerei;2010;Februar;89,2;.;37,3;.
WZ08-43911;Dachdeckerei und Bauspenglerei;2010;M‰rz;94;.;82,6;.
WZ08-43911;Dachdeckerei und Bauspenglerei;2010;April;98,5;.;97,8;.
WZ08-43911;Dachdeckerei und Bauspenglerei;2010;Mai;100,3;.;103,9;.
WZ08-43911;Dachdeckerei und Bauspenglerei;2010;Juni;101,8;.;122;.
WZ08-43911;Dachdeckerei und Bauspenglerei;2010;Juli;102,5;.;121;.
WZ08-43911;Dachdeckerei und Bauspenglerei;2010;August;104,9;.;114,1;.
WZ08-43911;Dachdeckerei und Bauspenglerei;2010;September;106,5;.;126,6;.
WZ08-43911;Dachdeckerei und Bauspenglerei;2010;Oktober;106,7;.;129,1;.
WZ08-43911;Dachdeckerei und Bauspenglerei;2010;November;105,9;.;131,5;.
WZ08-43911;Dachdeckerei und Bauspenglerei;2010;Dezember;99,8;.;103,9;.
WZ08-43911;Dachdeckerei und Bauspenglerei;2011;Januar;95,8;6,6;49,6;64,2
WZ08-43911;Dachdeckerei und Bauspenglerei;2011;Februar;96,6;8,3;69;85
WZ08-43911;Dachdeckerei und Bauspenglerei;2011;M‰rz;100,2;6,6;99,9;20,9
WZ08-43911;Dachdeckerei und Bauspenglerei;2011;April;102,5;4,1;103,5;5,8
WZ08-43911;Dachdeckerei und Bauspenglerei;2011;Mai;103,9;3,6;127,6;22,8
WZ08-43911;Dachdeckerei und Bauspenglerei;2011;Juni;104,7;2,8;115,3;-5,5
WZ08-43911;Dachdeckerei und Bauspenglerei;2011;Juli;105,1;2,5;121,2;0,2
WZ08-43911;Dachdeckerei und Bauspenglerei;2011;August;107,2;2,2;125,8;10,3
WZ08-43911;Dachdeckerei und Bauspenglerei;2011;September;108,4;1,8;136,4;7,7
WZ08-43911;Dachdeckerei und Bauspenglerei;2011;Oktober;108,4;1,6;131,2;1,6
WZ08-43911;Dachdeckerei und Bauspenglerei;2011;November;107,6;1,6;150,4;14,4
WZ08-43911;Dachdeckerei und Bauspenglerei;2011;Dezember;103;3,2;139,1;33,9
WZ08-43911;Dachdeckerei und Bauspenglerei;2012;Januar;98,6;2,9;57,8;16,5
WZ08-43911;Dachdeckerei und Bauspenglerei;2012;Februar;98;1,4;58,5;-15,2
WZ08-43911;Dachdeckerei und Bauspenglerei;2012;M‰rz;101,9;1,7;105,6;5,7
WZ08-43911;Dachdeckerei und Bauspenglerei;2012;April;104,3;1,8;103,6;0,1
WZ08-43911;Dachdeckerei und Bauspenglerei;2012;Mai;105;1,1;115;-9,9
WZ08-43911;Dachdeckerei und Bauspenglerei;2012;Juni;105,5;0,8;122,8;6,5
WZ08-43911;Dachdeckerei und Bauspenglerei;2012;Juli;106;0,9;127,2;5
WZ08-43911;Dachdeckerei und Bauspenglerei;2012;August;107,3;0,1;127,5;1,4
WZ08-43911;Dachdeckerei und Bauspenglerei;2012;September;108;-0,4;127,3;-6,7
WZ08-43911;Dachdeckerei und Bauspenglerei;2012;Oktober;108;-0,4;135,5;3,3
WZ08-43911;Dachdeckerei und Bauspenglerei;2012;November;107;-0,6;138,1;-8,2
WZ08-43911;Dachdeckerei und Bauspenglerei;2012;Dezember;101,4;-1,6;118,9;-14,5
WZ08-43911;Dachdeckerei und Bauspenglerei;2013;Januar;97,4;-1,2;46,8;-19
WZ08-43911;Dachdeckerei und Bauspenglerei;2013;Februar;97,1;-0,9;53,4;-8,7
WZ08-43911;Dachdeckerei und Bauspenglerei;2013;M‰rz;98,5;-3,3;76,3;-27,7
WZ08-43911;Dachdeckerei und Bauspenglerei;2013;April;102,4;-1,8;102;-1,5
WZ08-43911;Dachdeckerei und Bauspenglerei;2013;Mai;103,8;-1,1;109,1;-5,1
WZ08-43911;Dachdeckerei und Bauspenglerei;2013;Juni;104,5;-0,9;121,5;-1,1
WZ08-43911;Dachdeckerei und Bauspenglerei;2013;Juli;105,2;-0,8;139,4;9,6
WZ08-43911;Dachdeckerei und Bauspenglerei;2013;August;106,7;-0,6;131,7;3,3
WZ08-43911;Dachdeckerei und Bauspenglerei;2013;September;108;-;135,7;6,6
WZ08-43911;Dachdeckerei und Bauspenglerei;2013;Oktober;107,8;-0,2;143,7;6,1
WZ08-43911;Dachdeckerei und Bauspenglerei;2013;November;106,8;-0,2;140,8;2
WZ08-43911;Dachdeckerei und Bauspenglerei;2013;Dezember;101,5;0,1;144,1;21,2
WZ08-43911;Dachdeckerei und Bauspenglerei;2014;Januar;97,5;0,1;67,1;43,4
WZ08-43911;Dachdeckerei und Bauspenglerei;2014;Februar;97,7;0,6;80,7;51,1
WZ08-43911;Dachdeckerei und Bauspenglerei;2014;M‰rz;100,8;2,3;106,3;39,3
WZ08-43911;Dachdeckerei und Bauspenglerei;2014;April;102,7;0,3;114,6;12,4
WZ08-43911;Dachdeckerei und Bauspenglerei;2014;Mai;103,6;-0,2;116;6,3
WZ08-43911;Dachdeckerei und Bauspenglerei;2014;Juni;104,2;-0,3;117,4;-3,4
WZ08-43911;Dachdeckerei und Bauspenglerei;2014;Juli;104,5;-0,7;136,1;-2,4
WZ08-43911;Dachdeckerei und Bauspenglerei;2014;August;105,6;-1;123,6;-6,2
WZ08-43911;Dachdeckerei und Bauspenglerei;2014;September;106,7;-1,2;137,6;1,4
WZ08-43911;Dachdeckerei und Bauspenglerei;2014;Oktober;106,5;-1,2;139,3;-3,1
WZ08-43911;Dachdeckerei und Bauspenglerei;2014;November;105,1;-1,6;137,7;-2,2
WZ08-43911;Dachdeckerei und Bauspenglerei;2014;Dezember;100,2;-1,3;138;-4,2
WZ08-43911;Dachdeckerei und Bauspenglerei;2015;Januar;96,5;-1;57,8;-13,9
WZ08-43911;Dachdeckerei und Bauspenglerei;2015;Februar;96,3;-1,4;67,7;-16,1
WZ08-43911;Dachdeckerei und Bauspenglerei;2015;M‰rz;99,1;-1,7;102,9;-3,2
WZ08-43911;Dachdeckerei und Bauspenglerei;2015;April;101,9;-0,8;108,5;-5,3
WZ08-43911;Dachdeckerei und Bauspenglerei;2015;Mai;102,7;-0,9;112,2;-3,3
WZ08-43911;Dachdeckerei und Bauspenglerei;2015;Juni;103,4;-0,8;132,3;12,7
WZ08-43911;Dachdeckerei und Bauspenglerei;2015;Juli;103,6;-0,9;138,3;1,6
WZ08-43911;Dachdeckerei und Bauspenglerei;2015;August;104,7;-0,9;123,9;0,2
WZ08-43911;Dachdeckerei und Bauspenglerei;2015;September;105,6;-1;135,6;-1,5
WZ08-43911;Dachdeckerei und Bauspenglerei;2015;Oktober;105,2;-1,2;143,3;2,9
WZ08-43911;Dachdeckerei und Bauspenglerei;2015;November;104,3;-0,8;144,8;5,2
WZ08-43911;Dachdeckerei und Bauspenglerei;2015;Dezember;100,2;-;145,2;5,2
WZ08-43911;Dachdeckerei und Bauspenglerei;2016;Januar;96,8;0,3;52,5;-9,2
WZ08-43911;Dachdeckerei und Bauspenglerei;2016;Februar;97,5;1,2;74,9;10,6
WZ08-43911;Dachdeckerei und Bauspenglerei;2016;M‰rz;99,6;0,5;102,6;-0,3
WZ08-43911;Dachdeckerei und Bauspenglerei;2016;April;101,7;-0,2;118,9;9,6
WZ08-43911;Dachdeckerei und Bauspenglerei;2016;Mai;102,6;-0,1;116,6;3,9
WZ08-43911;Dachdeckerei und Bauspenglerei;2016;Juni;103,2;-0,2;133,5;0,9
WZ08-43911;Dachdeckerei und Bauspenglerei;2016;Juli;103,3;-0,3;134,8;-2,5
WZ08-43911;Dachdeckerei und Bauspenglerei;2016;August;104,7;-;136,8;10,4
WZ08-43911;Dachdeckerei und Bauspenglerei;2016;September;105,3;-0,3;143,6;5,9
WZ08-43911;Dachdeckerei und Bauspenglerei;2016;Oktober;104,9;-0,3;134,9;-5,9
WZ08-43911;Dachdeckerei und Bauspenglerei;2016;November;104,2;-0,1;141,1;-2,6
WZ08-43911;Dachdeckerei und Bauspenglerei;2016;Dezember;100,3;0,1;151;4
WZ08-43911;Dachdeckerei und Bauspenglerei;2017;Januar;97;0,2;51,3;-2,3
WZ08-43911;Dachdeckerei und Bauspenglerei;2017;Februar;97,4;-0,1;72,9;-2,7
WZ08-43911;Dachdeckerei und Bauspenglerei;2017;M‰rz;99,9;0,3;113,8;10,9
WZ08-43911;Dachdeckerei und Bauspenglerei;2017;April;101,5;-0,2;112,4;-5,5
WZ08-43911;Dachdeckerei und Bauspenglerei;2017;Mai;102,3;-0,3;129,6;11,1
WZ08-43911;Dachdeckerei und Bauspenglerei;2017;Juni;102,6;-0,6;134,5;0,7
WZ08-43911;Dachdeckerei und Bauspenglerei;2017;Juli;102,7;-0,6;135;0,1
WZ08-43911;Dachdeckerei und Bauspenglerei;2017;August;104;-0,7;140,2;2,5
WZ08-43911;Dachdeckerei und Bauspenglerei;2017;September;104,4;-0,9;139,3;-3
WZ08-43911;Dachdeckerei und Bauspenglerei;2017;Oktober;104,2;-0,7;139,2;3,2
WZ08-43911;Dachdeckerei und Bauspenglerei;2017;November;103,9;-0,3;150;6,3
WZ08-43911;Dachdeckerei und Bauspenglerei;2017;Dezember;100,5;0,2;150,5;-0,3
WZ08-43911;Dachdeckerei und Bauspenglerei;2018;Januar;98,8;1,9;70,2;36,8
WZ08-43911;Dachdeckerei und Bauspenglerei;2018;Februar;99,2;1,8;86,1;18,1
WZ08-43911;Dachdeckerei und Bauspenglerei;2018;M‰rz;100,5;0,6;103,1;-9,4
WZ08-43911;Dachdeckerei und Bauspenglerei;2018;April;102,5;1;125,7;11,8
WZ08-43911;Dachdeckerei und Bauspenglerei;2018;Mai;103,2;0,9;132,4;2,2
WZ08-43911;Dachdeckerei und Bauspenglerei;2018;Juni;103,7;1,1;148,1;10,1
WZ08-43911;Dachdeckerei und Bauspenglerei;2018;Juli;103,8;1,1;153,4;13,6
WZ08-43911;Dachdeckerei und Bauspenglerei;2018;August;105;1;150,6;7,4
WZ08-43911;Dachdeckerei und Bauspenglerei;2018;September;...;...;...;...
WZ08-43911;Dachdeckerei und Bauspenglerei;2018;Oktober;...;...;...;...
WZ08-43911;Dachdeckerei und Bauspenglerei;2018;November;...;...;...;...
WZ08-43911;Dachdeckerei und Bauspenglerei;2018;Dezember;...;...;...;...
WZ08-43912;Zimmerei und Ingenieurholzbau;2010;Januar;92,7;.;35,8;.
WZ08-43912;Zimmerei und Ingenieurholzbau;2010;Februar;92,1;.;44,6;.
WZ08-43912;Zimmerei und Ingenieurholzbau;2010;M‰rz;94,9;.;80,3;.
WZ08-43912;Zimmerei und Ingenieurholzbau;2010;April;98,1;.;94,8;.
WZ08-43912;Zimmerei und Ingenieurholzbau;2010;Mai;99,8;.;104,1;.
WZ08-43912;Zimmerei und Ingenieurholzbau;2010;Juni;101,2;.;119;.
WZ08-43912;Zimmerei und Ingenieurholzbau;2010;Juli;101,6;.;118,8;.
WZ08-43912;Zimmerei und Ingenieurholzbau;2010;August;103,5;.;111,2;.
WZ08-43912;Zimmerei und Ingenieurholzbau;2010;September;105,3;.;120,1;.
WZ08-43912;Zimmerei und Ingenieurholzbau;2010;Oktober;105,2;.;121,4;.
WZ08-43912;Zimmerei und Ingenieurholzbau;2010;November;104,9;.;127,4;.
WZ08-43912;Zimmerei und Ingenieurholzbau;2010;Dezember;100,7;.;122,5;.
WZ08-43912;Zimmerei und Ingenieurholzbau;2011;Januar;97,1;4,7;50,6;41,3
WZ08-43912;Zimmerei und Ingenieurholzbau;2011;Februar;97,5;5,9;68,4;53,4
WZ08-43912;Zimmerei und Ingenieurholzbau;2011;M‰rz;99,8;5,2;92,9;15,7
WZ08-43912;Zimmerei und Ingenieurholzbau;2011;April;101,8;3,8;104,2;9,9
WZ08-43912;Zimmerei und Ingenieurholzbau;2011;Mai;103,1;3,3;127,3;22,3
WZ08-43912;Zimmerei und Ingenieurholzbau;2011;Juni;103,9;2,7;116,8;-1,8
WZ08-43912;Zimmerei und Ingenieurholzbau;2011;Juli;104;2,4;124,9;5,1
WZ08-43912;Zimmerei und Ingenieurholzbau;2011;August;106;2,4;121;8,8
WZ08-43912;Zimmerei und Ingenieurholzbau;2011;September;107,4;2;129,2;7,6
WZ08-43912;Zimmerei und Ingenieurholzbau;2011;Oktober;107,4;2,1;128,1;5,5
WZ08-43912;Zimmerei und Ingenieurholzbau;2011;November;106,9;1,9;142,7;12
WZ08-43912;Zimmerei und Ingenieurholzbau;2011;Dezember;103,6;2,9;155,2;26,7
WZ08-43912;Zimmerei und Ingenieurholzbau;2012;Januar;100,5;3,5;58,4;15,4
WZ08-43912;Zimmerei und Ingenieurholzbau;2012;Februar;100,2;2,8;63,9;-6,6
WZ08-43912;Zimmerei und Ingenieurholzbau;2012;M‰rz;107,1;7,3;102,1;9,9
WZ08-43912;Zimmerei und Ingenieurholzbau;2012;April;104,6;2,8;107,7;3,4
WZ08-43912;Zimmerei und Ingenieurholzbau;2012;Mai;105,7;2,5;121,6;-4,5
WZ08-43912;Zimmerei und Ingenieurholzbau;2012;Juni;106,3;2,3;128;9,6
WZ08-43912;Zimmerei und Ingenieurholzbau;2012;Juli;107;2,9;137,4;10
WZ08-43912;Zimmerei und Ingenieurholzbau;2012;August;108,6;2,5;126,3;4,4
WZ08-43912;Zimmerei und Ingenieurholzbau;2012;September;110;2,4;124,3;-3,8
WZ08-43912;Zimmerei und Ingenieurholzbau;2012;Oktober;110,2;2,6;139,3;8,7
WZ08-43912;Zimmerei und Ingenieurholzbau;2012;November;109,8;2,7;135,9;-4,8
WZ08-43912;Zimmerei und Ingenieurholzbau;2012;Dezember;106,4;2,7;143,4;-7,6
WZ08-43912;Zimmerei und Ingenieurholzbau;2013;Januar;103,4;2,9;57,9;-0,9
WZ08-43912;Zimmerei und Ingenieurholzbau;2013;Februar;103;2,8;65,2;2
WZ08-43912;Zimmerei und Ingenieurholzbau;2013;M‰rz;104,2;-2,7;87,2;-14,6
WZ08-43912;Zimmerei und Ingenieurholzbau;2013;April;106,6;1,9;111,8;3,8
WZ08-43912;Zimmerei und Ingenieurholzbau;2013;Mai;107,8;2;120,1;-1,2
WZ08-43912;Zimmerei und Ingenieurholzbau;2013;Juni;108,5;2,1;132,2;3,3
WZ08-43912;Zimmerei und Ingenieurholzbau;2013;Juli;109,1;2;150,7;9,7
WZ08-43912;Zimmerei und Ingenieurholzbau;2013;August;110,6;1,8;132,1;4,6
WZ08-43912;Zimmerei und Ingenieurholzbau;2013;September;112,4;2,2;140,3;12,9
WZ08-43912;Zimmerei und Ingenieurholzbau;2013;Oktober;112,4;2;151,5;8,8
WZ08-43912;Zimmerei und Ingenieurholzbau;2013;November;111,8;1,8;146,9;8,1
WZ08-43912;Zimmerei und Ingenieurholzbau;2013;Dezember;108;1,5;165,1;15,1
WZ08-43912;Zimmerei und Ingenieurholzbau;2014;Januar;105,7;2,2;71,8;24
WZ08-43912;Zimmerei und Ingenieurholzbau;2014;Februar;105,9;2,8;88,8;36,2
WZ08-43912;Zimmerei und Ingenieurholzbau;2014;M‰rz;108;3,6;110,7;26,9
WZ08-43912;Zimmerei und Ingenieurholzbau;2014;April;109,7;2,9;122,7;9,7
WZ08-43912;Zimmerei und Ingenieurholzbau;2014;Mai;110,3;2,3;126,2;5,1
WZ08-43912;Zimmerei und Ingenieurholzbau;2014;Juni;111,1;2,4;133;0,6
WZ08-43912;Zimmerei und Ingenieurholzbau;2014;Juli;111,2;1,9;147,2;-2,3
WZ08-43912;Zimmerei und Ingenieurholzbau;2014;August;112,1;1,4;128,2;-3
WZ08-43912;Zimmerei und Ingenieurholzbau;2014;September;114;1,4;138,7;-1,1
WZ08-43912;Zimmerei und Ingenieurholzbau;2014;Oktober;113,6;1,1;146,2;-3,5
WZ08-43912;Zimmerei und Ingenieurholzbau;2014;November;112,6;0,7;141,1;-3,9
WZ08-43912;Zimmerei und Ingenieurholzbau;2014;Dezember;109,2;1,1;162,1;-1,8
WZ08-43912;Zimmerei und Ingenieurholzbau;2015;Januar;106;0,3;61,6;-14,2
WZ08-43912;Zimmerei und Ingenieurholzbau;2015;Februar;105,9;-;75,7;-14,8
WZ08-43912;Zimmerei und Ingenieurholzbau;2015;M‰rz;107,7;-0,3;110,5;-0,2
WZ08-43912;Zimmerei und Ingenieurholzbau;2015;April;109,8;0,1;121;-1,4
WZ08-43912;Zimmerei und Ingenieurholzbau;2015;Mai;110,4;0,1;126,7;0,4
WZ08-43912;Zimmerei und Ingenieurholzbau;2015;Juni;111,2;0,1;142,6;7,2
WZ08-43912;Zimmerei und Ingenieurholzbau;2015;Juli;111;-0,2;156,7;6,5
WZ08-43912;Zimmerei und Ingenieurholzbau;2015;August;112,4;0,3;131,7;2,7
WZ08-43912;Zimmerei und Ingenieurholzbau;2015;September;114,2;0,2;148,8;7,3
WZ08-43912;Zimmerei und Ingenieurholzbau;2015;Oktober;113,7;0,1;157,4;7,7
WZ08-43912;Zimmerei und Ingenieurholzbau;2015;November;113,4;0,7;158,8;12,5
WZ08-43912;Zimmerei und Ingenieurholzbau;2015;Dezember;110;0,7;177,9;9,7
WZ08-43912;Zimmerei und Ingenieurholzbau;2016;Januar;107,4;1,3;64,7;5
WZ08-43912;Zimmerei und Ingenieurholzbau;2016;Februar;107,9;1,9;93,7;23,8
WZ08-43912;Zimmerei und Ingenieurholzbau;2016;M‰rz;109,9;2;120;8,6
WZ08-43912;Zimmerei und Ingenieurholzbau;2016;April;111,3;1,4;136,2;12,6
WZ08-43912;Zimmerei und Ingenieurholzbau;2016;Mai;112;1,4;139,3;9,9
WZ08-43912;Zimmerei und Ingenieurholzbau;2016;Juni;112,7;1,3;157,6;10,5
WZ08-43912;Zimmerei und Ingenieurholzbau;2016;Juli;112,7;1,5;155,3;-0,9
WZ08-43912;Zimmerei und Ingenieurholzbau;2016;August;114,6;2;149;13,1
WZ08-43912;Zimmerei und Ingenieurholzbau;2016;September;116,3;1,8;156,1;4,9
WZ08-43912;Zimmerei und Ingenieurholzbau;2016;Oktober;116;2;151;-4,1
WZ08-43912;Zimmerei und Ingenieurholzbau;2016;November;115,4;1,8;160;0,8
WZ08-43912;Zimmerei und Ingenieurholzbau;2016;Dezember;112,5;2,3;185,4;4,2
WZ08-43912;Zimmerei und Ingenieurholzbau;2017;Januar;109,9;2,3;65,5;1,2
WZ08-43912;Zimmerei und Ingenieurholzbau;2017;Februar;110;1,9;88,3;-5,8
WZ08-43912;Zimmerei und Ingenieurholzbau;2017;M‰rz;111,9;1,8;131,3;9,4
WZ08-43912;Zimmerei und Ingenieurholzbau;2017;April;113,2;1,7;134,6;-1,2
WZ08-43912;Zimmerei und Ingenieurholzbau;2017;Mai;113,9;1,7;155,7;11,8
WZ08-43912;Zimmerei und Ingenieurholzbau;2017;Juni;114,2;1,3;154,8;-1,8
WZ08-43912;Zimmerei und Ingenieurholzbau;2017;Juli;114,2;1,3;161,3;3,9
WZ08-43912;Zimmerei und Ingenieurholzbau;2017;August;115,7;1;155,4;4,3
WZ08-43912;Zimmerei und Ingenieurholzbau;2017;September;117,1;0,7;155,1;-0,6
WZ08-43912;Zimmerei und Ingenieurholzbau;2017;Oktober;116,6;0,5;157,3;4,2
WZ08-43912;Zimmerei und Ingenieurholzbau;2017;November;116,4;0,9;172,1;7,6
WZ08-43912;Zimmerei und Ingenieurholzbau;2017;Dezember;113,6;1;183,7;-0,9
WZ08-43912;Zimmerei und Ingenieurholzbau;2018;Januar;111,7;1,6;81,7;24,7
WZ08-43912;Zimmerei und Ingenieurholzbau;2018;Februar;111,6;1,5;101,9;15,4
WZ08-43912;Zimmerei und Ingenieurholzbau;2018;M‰rz;112,5;0,5;121,9;-7,2
WZ08-43912;Zimmerei und Ingenieurholzbau;2018;April;114,1;0,8;144,5;7,4
WZ08-43912;Zimmerei und Ingenieurholzbau;2018;Mai;114,6;0,6;153;-1,7
WZ08-43912;Zimmerei und Ingenieurholzbau;2018;Juni;115,1;0,8;169,6;9,6
WZ08-43912;Zimmerei und Ingenieurholzbau;2018;Juli;115,3;1;179,6;11,3
WZ08-43912;Zimmerei und Ingenieurholzbau;2018;August;116,9;1;166;6,8
WZ08-43912;Zimmerei und Ingenieurholzbau;2018;September;...;...;...;...
WZ08-43912;Zimmerei und Ingenieurholzbau;2018;Oktober;...;...;...;...
WZ08-43912;Zimmerei und Ingenieurholzbau;2018;November;...;...;...;...
WZ08-43912;Zimmerei und Ingenieurholzbau;2018;Dezember;...;...;...;...
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2010;Januar;93,3;.;52,7;.
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2010;Februar;92,5;.;57,8;.
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2010;M‰rz;95,8;.;81,4;.
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2010;April;98,9;.;95,6;.
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2010;Mai;100,4;.;97,3;.
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2010;Juni;101,8;.;111,4;.
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2010;Juli;102,5;.;114,1;.
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2010;August;103,7;.;111,8;.
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2010;September;104,6;.;116,7;.
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2010;Oktober;104,3;.;121;.
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2010;November;103,7;.;126,5;.
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2010;Dezember;98,5;.;113,6;.
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2011;Januar;95,8;2,7;62,4;18,4
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2011;Februar;96,7;4,5;72;24,6
