GENESIS-Tabelle: 44151-0001;;;;;;;
Besch‰ftigte, Umsatz im Bauhauptgewerbe (Messzahlen und;;;;;;;
Ver‰nderungsraten): Deutschland, Monate, Wirtschaftszweige;;;;;;;
Konjunkturstatistik im Bauhauptgewerbe;;;;;;;
Deutschland;;;;;;;
;;;;Besch‰ftigte;Ver‰nderung zum Vorjahresmon.;Umsatz;Ver‰nderung zum Vorjahres
Key Wirtschaftszweig;Wirtschaftszweig;Jahr;Monat;2010=100;in (%);2010=100;in (%)
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2015;Oktober;103,8;0,8;150;21,7
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2015;November;103,3;1;166,2;18,3
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2015;Dezember;101,3;1,4;186,9;21,1
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2016;Januar;98,3;1;65,1;6,7
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2016;Februar;98,6;1,5;73,5;10,2
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2016;M‰rz;100,6;0,9;99;0,1
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2016;April;102;0,8;114,2;7,8
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2016;Mai;102,5;0,8;121,1;8,4
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2016;Juni;103;0,9;137,1;3,2
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2016;Juli;103,2;0,7;133,6;-4,6
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2016;August;104,2;0,8;133,8;4,2
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2016;September;105;1,2;138,5;-1,1
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2016;Oktober;105;1,2;137,9;-8,1
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2016;November;105;1,6;169,6;2
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2016;Dezember;103;1,7;201,7;7,9
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2017;Januar;101,2;3;65,3;0,3
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2017;Februar;100,8;2,2;67,5;-8,2
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2017;M‰rz;103,9;3,3;109,4;10,5
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2017;April;105;2,9;110,5;-3,2
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2017;Mai;105,6;3;132,1;9,1
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2017;Juni;106,3;3,2;137,1;-
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2017;Juli;106,7;3,4;139,3;4,3
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2017;August;107,8;3,5;141,3;5,6
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2017;September;108,6;3,4;137,1;-1
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2017;Oktober;108,8;3,6;141,6;2,7
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2017;November;108,6;3,4;174;2,6
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2017;Dezember;106,7;3,6;195,9;-2,9
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2018;Januar;104,8;3,6;76,8;17,6
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2018;Februar;105;4,2;79,4;17,6
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2018;M‰rz;107,4;3,4;103,4;-5,5
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2018;April;109,5;4,3;124,4;12,6
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2018;Mai;110,1;4,3;140,9;6,7
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2018;Juni;110,4;3,9;157,3;14,7
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2018;Juli;111,1;4,1;162,4;16,6
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2018;August;111,9;3,8;161,4;14,2
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2018;September;...;...;...;...
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2018;Oktober;...;...;...;...
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2018;November;...;...;...;...
WZ08-422;Leitungstiefbau und Kl‰ranlagenbau;2018;Dezember;...;...;...;...
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2010;Januar;95,4;.;44;.
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2010;Februar;94,4;.;40,2;.
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2010;M‰rz;96,8;.;68,3;.
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2010;April;99,7;.;90,2;.
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2010;Mai;100,5;.;97,5;.
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2010;Juni;101;.;115;.
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2010;Juli;101,4;.;121,3;.
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2010;August;102,3;.;112,4;.
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2010;September;103;.;120,1;.
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2010;Oktober;102,9;.;127,2;.
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2010;November;102,5;.;139,8;.
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2010;Dezember;100;.;124;.
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2011;Januar;96,4;1;50;13,6
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2011;Februar;96,1;1,8;56,7;41
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2011;M‰rz;99,1;2,4;86,5;26,6
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2011;April;100,2;0,5;92,5;2,5
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2011;Mai;100,6;0,1;115;17,9
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2011;Juni;101;-;109,6;-4,7
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2011;Juli;101,1;-0,3;118,7;-2,1
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2011;August;102;-0,3;115,2;2,5
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2011;September;102,3;-0,7;121,6;1,2
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2011;Oktober;101,8;-1,1;121,6;-4,4
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2011;November;101,4;-1,1;142,1;1,6
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2011;Dezember;99,4;-0,6;145,5;17,3
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2012;Januar;96,4;-;62,4;24,8
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2012;Februar;95,9;-0,2;50,8;-10,4
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2012;M‰rz;98;-1,1;82,3;-4,9
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2012;April;98,9;-1,3;92,5;-
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2012;Mai;99,4;-1,2;104,9;-8,8
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2012;Juni;99,8;-1,2;107,8;-1,6
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2012;Juli;100,2;-0,9;120,5;1,5
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2012;August;100,9;-1,1;114,7;-0,4
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2012;September;101;-1,3;114;-6,3
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2012;Oktober;100,9;-0,9;121,9;0,2
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2012;November;100,6;-0,8;135,3;-4,8
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2012;Dezember;98,5;-0,9;118,3;-18,7
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2013;Januar;95,6;-0,8;52,2;-16,3
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2013;Februar;95,5;-0,4;45,9;-9,6
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2013;M‰rz;96,6;-1,4;66,5;-19,2
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2013;April;98,9;-;85;-8,1
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2013;Mai;99,7;0,3;94,2;-10,2
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2013;Juni;99,5;-0,3;106,5;-1,2
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2013;Juli;100,1;-0,1;117,8;-2,2
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2013;August;100,7;-0,2;110,8;-3,4
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2013;September;101,1;0,1;115,7;1,5
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2013;Oktober;101,1;0,2;125;2,5
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2013;November;100,5;-0,1;130,4;-3,6
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2013;Dezember;98,3;-0,2;147,9;25
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2014;Januar;95,6;-;63,1;20,9
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2014;Februar;95,5;-;65,7;43,1
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2014;M‰rz;97,4;0,8;89,5;34,6
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2014;April;98,3;-0,6;99,3;16,8
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2014;Mai;98,7;-1;104,2;10,6
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2014;Juni;99,6;0,1;107,6;1
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2014;Juli;99,9;-0,2;122,7;4,2
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2014;August;100,4;-0,3;107,8;-2,7
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2014;September;101,1;-;122,4;5,8
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2014;Oktober;100,9;-0,2;125,6;0,5
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2014;November;100,3;-0,2;141,9;8,8
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2014;Dezember;97,9;-0,4;154,8;4,7
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2015;Januar;95,5;-0,1;59,9;-5,1
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2015;Februar;95,2;-0,3;63,1;-4
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2015;M‰rz;97,3;-0,1;92;2,8
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2015;April;98,7;0,4;98,6;-0,7
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2015;Mai;99,2;0,5;104,6;0,4
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2015;Juni;99,5;-0,1;122,7;14
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2015;Juli;99,9;-;129,5;5,5
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2015;August;100,7;0,3;119,1;10,5
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2015;September;101;-0,1;127,4;4,1
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2015;Oktober;100,9;-;139,7;11,2
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2015;November;100,4;0,1;150,5;6,1
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2015;Dezember;98,5;0,6;160,9;3,9
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2016;Januar;95,7;0,2;61,4;2,5
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2016;Februar;95,9;0,7;65,6;4
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2016;M‰rz;97,7;0,4;89,7;-2,5
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2016;April;98,7;-;100,9;2,3
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2016;Mai;99,2;-;108,6;3,8
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2016;Juni;99,7;0,2;121,4;-1,1
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2016;Juli;99,9;-;118;-8,9
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2016;August;100,9;0,2;122,2;2,6
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2016;September;101,8;0,8;126,8;-0,5
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2016;Oktober;101,7;0,8;126,5;-9,4
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2016;November;101,6;1,2;148,9;-1,1
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2016;Dezember;99,6;1,1;171,6;6,7
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2017;Januar;98;2,4;59,1;-3,7
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2017;Februar;97,6;1,8;60,4;-7,9
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2017;M‰rz;100,1;2,5;96,9;8
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2017;April;101;2,3;99,3;-1,6
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2017;Mai;101,6;2,4;118,6;9,2
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2017;Juni;102;2,3;125,1;3
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2017;Juli;102,5;2,6;124,1;5,2
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2017;August;103,6;2,7;125,4;2,6
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2017;September;104,1;2,3;122,1;-3,7
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2017;Oktober;104,3;2,6;127;0,4
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2017;November;104,1;2,5;154,7;3,9
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2017;Dezember;102,8;3,2;179,7;4,7
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2018;Januar;100,9;3;68,3;15,6
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2018;Februar;100,8;3,3;71,6;18,5
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2018;M‰rz;102,9;2,8;93,2;-3,8
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2018;April;104,6;3,6;114,6;15,4
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2018;Mai;105;3,3;128,4;8,3
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2018;Juni;105,2;3,1;143;14,3
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2018;Juli;105,9;3,3;148,6;19,7
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2018;August;106,9;3,2;150,9;20,3
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2018;September;...;...;...;...
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2018;Oktober;...;...;...;...
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2018;November;...;...;...;...
WZ08-4221;Rohrleitungstiefbau, Brunnenbau und Kl‰ranlagenbau;2018;Dezember;...;...;...;...
WZ08-429;Sonstiger Tiefbau;2010;Januar;93,6;.;44,1;.
WZ08-429;Sonstiger Tiefbau;2010;Februar;93,2;.;43,5;.
WZ08-429;Sonstiger Tiefbau;2010;M‰rz;96,2;.;69,1;.
WZ08-429;Sonstiger Tiefbau;2010;April;99,4;.;89,9;.
WZ08-429;Sonstiger Tiefbau;2010;Mai;100,4;.;102,5;.
WZ08-429;Sonstiger Tiefbau;2010;Juni;101,3;.;112,2;.
WZ08-429;Sonstiger Tiefbau;2010;Juli;102,1;.;114,8;.
WZ08-429;Sonstiger Tiefbau;2010;August;103,1;.;115,7;.
WZ08-429;Sonstiger Tiefbau;2010;September;103,6;.;121,2;.
WZ08-429;Sonstiger Tiefbau;2010;Oktober;103,9;.;126,7;.
WZ08-429;Sonstiger Tiefbau;2010;November;103,4;.;139,2;.
WZ08-429;Sonstiger Tiefbau;2010;Dezember;99,9;.;120,9;.
WZ08-429;Sonstiger Tiefbau;2011;Januar;96,4;3;52,3;18,6
WZ08-429;Sonstiger Tiefbau;2011;Februar;97;4,1;66;51,7
WZ08-429;Sonstiger Tiefbau;2011;M‰rz;100;4;98,7;42,8
WZ08-429;Sonstiger Tiefbau;2011;April;101,7;2,3;104,2;15,9
WZ08-429;Sonstiger Tiefbau;2011;Mai;102,6;2,2;121,3;18,3
WZ08-429;Sonstiger Tiefbau;2011;Juni;102,7;1,4;125,5;11,9
WZ08-429;Sonstiger Tiefbau;2011;Juli;103,4;1,3;128,1;11,6
WZ08-429;Sonstiger Tiefbau;2011;August;104,5;1,4;128,8;11,3
WZ08-429;Sonstiger Tiefbau;2011;September;104,5;0,9;133,1;9,8
WZ08-429;Sonstiger Tiefbau;2011;Oktober;105,6;1,6;134,3;6
WZ08-429;Sonstiger Tiefbau;2011;November;105,5;2;148,1;6,4
WZ08-429;Sonstiger Tiefbau;2011;Dezember;102,9;3;146,7;21,3
WZ08-429;Sonstiger Tiefbau;2012;Januar;99,3;3;60,1;14,9
WZ08-429;Sonstiger Tiefbau;2012;Februar;98,5;1,5;63,5;-3,8
WZ08-429;Sonstiger Tiefbau;2012;M‰rz;101,5;1,5;90,4;-8,4
WZ08-429;Sonstiger Tiefbau;2012;April;103,3;1,6;100,1;-3,9
WZ08-429;Sonstiger Tiefbau;2012;Mai;104,2;1,6;118,4;-2,4
WZ08-429;Sonstiger Tiefbau;2012;Juni;104,9;2,1;128;2
WZ08-429;Sonstiger Tiefbau;2012;Juli;105;1,5;135,2;5,5
WZ08-429;Sonstiger Tiefbau;2012;August;106;1,4;133,8;3,9
WZ08-429;Sonstiger Tiefbau;2012;September;106,4;1,8;125,1;-6
WZ08-429;Sonstiger Tiefbau;2012;Oktober;106,5;0,9;135,7;1
WZ08-429;Sonstiger Tiefbau;2012;November;105,9;0,4;144,5;-2,4
WZ08-429;Sonstiger Tiefbau;2012;Dezember;102,9;-;131,8;-10,2
WZ08-429;Sonstiger Tiefbau;2013;Januar;99,5;0,2;56,4;-6,2
WZ08-429;Sonstiger Tiefbau;2013;Februar;98,8;0,3;65;2,4
WZ08-429;Sonstiger Tiefbau;2013;M‰rz;100;-1,5;76,3;-15,6
WZ08-429;Sonstiger Tiefbau;2013;April;102,9;-0,4;95,5;-4,6
WZ08-429;Sonstiger Tiefbau;2013;Mai;103,8;-0,4;108,9;-8
WZ08-429;Sonstiger Tiefbau;2013;Juni;104,5;-0,4;118;-7,8
WZ08-429;Sonstiger Tiefbau;2013;Juli;105,4;0,4;135,2;-
WZ08-429;Sonstiger Tiefbau;2013;August;106,6;0,6;130,5;-2,5
WZ08-429;Sonstiger Tiefbau;2013;September;106,9;0,5;133;6,3
WZ08-429;Sonstiger Tiefbau;2013;Oktober;106,9;0,4;140,2;3,3
WZ08-429;Sonstiger Tiefbau;2013;November;106;0,1;145,3;0,6
WZ08-429;Sonstiger Tiefbau;2013;Dezember;103,2;0,3;136,4;3,5
WZ08-429;Sonstiger Tiefbau;2014;Januar;99;-0,5;61,5;9
WZ08-429;Sonstiger Tiefbau;2014;Februar;98,1;-0,7;73,2;12,6
WZ08-429;Sonstiger Tiefbau;2014;M‰rz;101,4;1,4;99,5;30,4
WZ08-429;Sonstiger Tiefbau;2014;April;102,4;-0,5;104,8;9,7
WZ08-429;Sonstiger Tiefbau;2014;Mai;102,8;-1;108,9;-
WZ08-429;Sonstiger Tiefbau;2014;Juni;103,1;-1,3;115,7;-1,9
WZ08-429;Sonstiger Tiefbau;2014;Juli;103,1;-2,2;131,9;-2,4
WZ08-429;Sonstiger Tiefbau;2014;August;104,3;-2,2;115,2;-11,7
WZ08-429;Sonstiger Tiefbau;2014;September;104,7;-2,1;127,6;-4,1
WZ08-429;Sonstiger Tiefbau;2014;Oktober;105;-1,8;142,3;1,5
WZ08-429;Sonstiger Tiefbau;2014;November;104,5;-1,4;149,7;3
WZ08-429;Sonstiger Tiefbau;2014;Dezember;101,9;-1,3;130,6;-4,3
WZ08-429;Sonstiger Tiefbau;2015;Januar;98,5;-0,5;60;-2,4
WZ08-429;Sonstiger Tiefbau;2015;Februar;98,3;0,2;68,3;-6,7
WZ08-429;Sonstiger Tiefbau;2015;M‰rz;101,2;-0,2;96,4;-3,1
WZ08-429;Sonstiger Tiefbau;2015;April;102,8;0,4;107,7;2,8
WZ08-429;Sonstiger Tiefbau;2015;Mai;103;0,2;109,2;0,3
WZ08-429;Sonstiger Tiefbau;2015;Juni;104;0,9;128,1;10,7
WZ08-429;Sonstiger Tiefbau;2015;Juli;104,1;1;137,4;4,2
WZ08-429;Sonstiger Tiefbau;2015;August;105;0,7;120;4,2
WZ08-429;Sonstiger Tiefbau;2015;September;105,3;0,6;135,4;6,1
WZ08-429;Sonstiger Tiefbau;2015;Oktober;105,1;0,1;139,6;-1,9
WZ08-429;Sonstiger Tiefbau;2015;November;104,4;-0,1;151,6;1,3
WZ08-429;Sonstiger Tiefbau;2015;Dezember;101,5;-0,4;160,6;23
WZ08-429;Sonstiger Tiefbau;2016;Januar;98,3;-0,2;60,3;0,5
WZ08-429;Sonstiger Tiefbau;2016;Februar;99,2;0,9;75,9;11,1
WZ08-429;Sonstiger Tiefbau;2016;M‰rz;101,1;-0,1;108,1;12,1
WZ08-429;Sonstiger Tiefbau;2016;April;102,5;-0,3;121,8;13,1
WZ08-429;Sonstiger Tiefbau;2016;Mai;103,4;0,4;131,8;20,7
WZ08-429;Sonstiger Tiefbau;2016;Juni;104;-;148,7;16,1
WZ08-429;Sonstiger Tiefbau;2016;Juli;104,3;0,2;156,8;14,1
WZ08-429;Sonstiger Tiefbau;2016;August;105,5;0,5;148,6;23,8
WZ08-429;Sonstiger Tiefbau;2016;September;106;0,7;159,8;18
WZ08-429;Sonstiger Tiefbau;2016;Oktober;105,9;0,8;153,2;9,7
WZ08-429;Sonstiger Tiefbau;2016;November;105,6;1,1;177,3;17
WZ08-429;Sonstiger Tiefbau;2016;Dezember;103,6;2,1;185,8;15,7
WZ08-429;Sonstiger Tiefbau;2017;Januar;102,5;4,3;74,2;23,1
WZ08-429;Sonstiger Tiefbau;2017;Februar;102,7;3,5;97,6;28,6
WZ08-429;Sonstiger Tiefbau;2017;M‰rz;105,4;4,3;135,8;25,6
WZ08-429;Sonstiger Tiefbau;2017;April;106,5;3,9;136,7;12,2
WZ08-429;Sonstiger Tiefbau;2017;Mai;107,3;3,8;152,1;15,4
WZ08-429;Sonstiger Tiefbau;2017;Juni;107,6;3,5;167,6;12,7
WZ08-429;Sonstiger Tiefbau;2017;Juli;107,5;3,1;168,4;7,4
WZ08-429;Sonstiger Tiefbau;2017;August;109,2;3,5;173,6;16,8
WZ08-429;Sonstiger Tiefbau;2017;September;109,6;3,4;169,9;6,3
WZ08-429;Sonstiger Tiefbau;2017;Oktober;110,2;4,1;167,2;9,1
WZ08-429;Sonstiger Tiefbau;2017;November;110,1;4,3;189;6,6
WZ08-429;Sonstiger Tiefbau;2017;Dezember;108;4,2;185,4;-0,2
WZ08-429;Sonstiger Tiefbau;2018;Januar;106,5;3,9;89,2;20,2
WZ08-429;Sonstiger Tiefbau;2018;Februar;106,5;3,7;101,5;4
WZ08-429;Sonstiger Tiefbau;2018;M‰rz;107,9;2,4;125;-8
WZ08-429;Sonstiger Tiefbau;2018;April;109;2,3;154,1;12,7
WZ08-429;Sonstiger Tiefbau;2018;Mai;109,2;1,8;159,6;4,9
WZ08-429;Sonstiger Tiefbau;2018;Juni;109,7;2;178,7;6,6
WZ08-429;Sonstiger Tiefbau;2018;Juli;110,8;3,1;182,7;8,5
WZ08-429;Sonstiger Tiefbau;2018;August;111,6;2,2;187,3;7,9
WZ08-429;Sonstiger Tiefbau;2018;September;...;...;...;...
WZ08-429;Sonstiger Tiefbau;2018;Oktober;...;...;...;...
WZ08-429;Sonstiger Tiefbau;2018;November;...;...;...;...
WZ08-429;Sonstiger Tiefbau;2018;Dezember;...;...;...;...
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2010;Januar;92,8;.;47;.
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2010;Februar;91,9;.;57,2;.
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2010;M‰rz;95,5;.;83,9;.
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2010;April;100,5;.;98,3;.
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2010;Mai;101,9;.;101,2;.
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2010;Juni;102,8;.;112,5;.
WZ08-431;Abbrucharbeiten u. vorbereit. Baustellenarbeiten;2010;Juli;103,2;.;114,8;.
